label	slug	kind	name	file	line	propish	description
L5_ThermodynamicClosure	thermo	theorem	finite_witten_supertrace_cancel	lean/InfoGeometry/Arithmetic/PrimeBitWittenIndex.lean	185	true	thermodynamic/free-energy/closure substrate
L5_ThermodynamicClosure	thermo	theorem	finite_divisor_mobius_sum_cancel	lean/InfoGeometry/Arithmetic/PrimeBitWittenIndex.lean	195	true	thermodynamic/free-energy/closure substrate
L2_Operator	operator	structure	PositiveNormalizedFunctional	lean/InfoGeometry/Canonical/AlgebraicStateFunctionalBridge.lean	43	false	operator-algebraic bridge substrate
L2_Operator	operator	theorem	probe_id	lean/InfoGeometry/Canonical/AlgebraicStateFunctionalBridge.lean	54	true	operator-algebraic bridge substrate
L3_Krein	krein	def	ofNormalizedVectorState	lean/InfoGeometry/Canonical/AlgebraicStateFunctionalBridge.lean	63	false	Krein/doubled-geometry substrate
L3_Krein	krein	theorem	ofNormalizedVectorState_probe_apply	lean/InfoGeometry/Canonical/AlgebraicStateFunctionalBridge.lean	79	true	Krein/doubled-geometry substrate
L3_Krein	krein	structure	RepresentationFrame	lean/InfoGeometry/Canonical/AlgebraicStateFunctionalBridge.lean	95	false	Krein/doubled-geometry substrate
L2_Operator	operator	structure	StateRepresentationBridge	lean/InfoGeometry/Canonical/AlgebraicStateFunctionalBridge.lean	109	false	operator-algebraic bridge substrate
L3_Krein	krein	theorem	probe_eq_referenceExpectation'	lean/InfoGeometry/Canonical/AlgebraicStateFunctionalBridge.lean	123	true	Krein/doubled-geometry substrate
L3_Krein	krein	theorem	probe_apply_eq_referenceExpectation	lean/InfoGeometry/Canonical/AlgebraicStateFunctionalBridge.lean	129	true	Krein/doubled-geometry substrate
L2_Operator	operator	def	withFrame	lean/InfoGeometry/Canonical/AlgebraicStateFunctionalBridge.lean	139	false	operator-algebraic bridge substrate
L2_Operator	operator	theorem	withFrame_probe_eq	lean/InfoGeometry/Canonical/AlgebraicStateFunctionalBridge.lean	149	true	operator-algebraic bridge substrate
L3_Krein	krein	theorem	withFrame_probe_apply_eq_referenceExpectation	lean/InfoGeometry/Canonical/AlgebraicStateFunctionalBridge.lean	155	true	Krein/doubled-geometry substrate
L4_ModularTransport	transport	def	IsStationaryAlong	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	48	true	modular/transport/flow substrate
L4_ModularTransport	transport	def	IsAlgebraicallyStationary	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	57	true	modular/transport/flow substrate
L4_ModularTransport	transport	def	IsStateAlgebraicallyStationary	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	66	true	modular/transport/flow substrate
L4_ModularTransport	transport	def	AlgebraicEinsteinBalance	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	78	true	modular/transport/flow substrate
L4_ModularTransport	transport	def	modularCurvatureOperator	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	87	false	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	isStateAlgebraicallyStationary_iff_generatorStationarity	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	110	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	isStateAlgebraicallyStationary_iff_algebraicEinsteinBalance	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	123	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	starCertifiedEinsteinAnomalyStationary_iff_projectorObstructionStationary_of_projectorAgreement	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	145	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	operatorInformationFirstVariation_neg_left	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	181	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	operatorInformationFirstVariation_neg_right	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	192	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	isAlgebraicallyStationary_zero	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	203	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	isStationaryAlong_of_commute	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	212	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	isAlgebraicallyStationary_of_central	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	225	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	phaseAxisResponse_eq_neg_KVariation	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	234	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	KVariation_phaseAxisResponse_eq_neg_modularCurvature	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	249	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	modularCurvatureExpectation_eq_zero_of_phaseResponseStationary	lean/InfoGeometry/Canonical/AlgebraicStationarity.lean	266	true	modular/transport/flow substrate
L5_ThermodynamicClosure	thermo	structure	FinitePrimeCutoffDirichletData	lean/InfoGeometry/Canonical/AnalyticLimit.lean	19	false	thermodynamic/free-energy/closure substrate
L5_ThermodynamicClosure	thermo	def	finiteInverseZeta	lean/InfoGeometry/Canonical/AnalyticLimit.lean	29	false	thermodynamic/free-energy/closure substrate
L5_ThermodynamicClosure	thermo	theorem	finiteInverseZeta_eq_finiteEulerProduct	lean/InfoGeometry/Canonical/AnalyticLimit.lean	36	true	thermodynamic/free-energy/closure substrate
L5_ThermodynamicClosure	thermo	structure	AnalyticLimitWitness	lean/InfoGeometry/Canonical/AnalyticLimit.lean	48	true	thermodynamic/free-energy/closure substrate
L5_ThermodynamicClosure	thermo	theorem	inverseZeta_eq_tendsto_finiteInverseZeta	lean/InfoGeometry/Canonical/AnalyticLimit.lean	61	true	thermodynamic/free-energy/closure substrate
L2_Operator	operator	def	SinkhornRicciIndexInvariant	lean/InfoGeometry/Canonical/AnalyticalIndexCoupled.lean	36	true	operator-algebraic bridge substrate
L5_ThermodynamicClosure	thermo	theorem	SinkhornRicciIndexInvariant.mk_components	lean/InfoGeometry/Canonical/AnalyticalIndexCoupled.lean	51	true	thermodynamic/free-energy/closure substrate
L5_ThermodynamicClosure	thermo	theorem	SinkhornRicciIndexInvariant.of_modularCliffordTransport	lean/InfoGeometry/Canonical/AnalyticalIndexCoupled.lean	68	true	thermodynamic/free-energy/closure substrate
L5_ThermodynamicClosure	thermo	theorem	SinkhornRicciIndexInvariant.of_modularCliffordTransport_components	lean/InfoGeometry/Canonical/AnalyticalIndexCoupled.lean	96	true	thermodynamic/free-energy/closure substrate
L5_ThermodynamicClosure	thermo	theorem	SinkhornRicciIndexInvariant.of_cl11BottConjugacy	lean/InfoGeometry/Canonical/AnalyticalIndexCoupled.lean	134	true	thermodynamic/free-energy/closure substrate
L2_Operator	operator	structure	ArnoldShapeScaleCost	lean/InfoGeometry/Canonical/ArnoldApproximationCore.lean	30	false	operator-algebraic bridge substrate
L2_Operator	operator	def	totalCost	lean/InfoGeometry/Canonical/ArnoldApproximationCore.lean	40	false	operator-algebraic bridge substrate
L2_Operator	operator	theorem	totalCost_nonneg	lean/InfoGeometry/Canonical/ArnoldApproximationCore.lean	47	true	operator-algebraic bridge substrate
L2_Operator	operator	structure	ArnoldGeneratorApproximationContract	lean/InfoGeometry/Canonical/ArnoldApproximationCore.lean	63	false	operator-algebraic bridge substrate
L2_Operator	operator	theorem	costBound_nonneg	lean/InfoGeometry/Canonical/ArnoldApproximationCore.lean	78	true	operator-algebraic bridge substrate
L2_Operator	operator	theorem	arnoldGeneratorCost_le	lean/InfoGeometry/Canonical/ArnoldApproximationCore.lean	86	true	operator-algebraic bridge substrate
L2_Operator	operator	theorem	arnoldGeneratorShapeCost_nonneg	lean/InfoGeometry/Canonical/ArnoldApproximationCore.lean	97	true	operator-algebraic bridge substrate
L2_Operator	operator	theorem	arnoldGeneratorScaleCost_nonneg	lean/InfoGeometry/Canonical/ArnoldApproximationCore.lean	106	true	operator-algebraic bridge substrate
L2_Operator	operator	theorem	metricReadout_error_le_of_contract	lean/InfoGeometry/Canonical/ArnoldApproximationCore.lean	118	true	operator-algebraic bridge substrate
L2_Operator	operator	def	HasArnoldApproximationAt	lean/InfoGeometry/Canonical/ArnoldApproximationCore.lean	133	true	operator-algebraic bridge substrate
L3_Krein	krein	def	arnoldToDoubledKreinIntertwiner_of_expertsFix	lean/InfoGeometry/Canonical/ArnoldNetworkIntertwiner.lean	33	false	Krein/doubled-geometry substrate
L3_Krein	krein	theorem	arnoldToDoubledKrein_readoutPreservation_of_pointwise_eq	lean/InfoGeometry/Canonical/ArnoldNetworkIntertwiner.lean	64	true	Krein/doubled-geometry substrate
L2_Operator	operator	def	arnoldGenerator	lean/InfoGeometry/Canonical/ArnoldNetworkPresentation.lean	28	false	operator-algebraic bridge substrate
L2_Operator	operator	def	arnoldMetricReadout	lean/InfoGeometry/Canonical/ArnoldNetworkPresentation.lean	35	false	operator-algebraic bridge substrate
L2_Operator	operator	def	arnoldPhaseReadout	lean/InfoGeometry/Canonical/ArnoldNetworkPresentation.lean	40	false	operator-algebraic bridge substrate
L2_Operator	operator	def	toQuantumPresentation	lean/InfoGeometry/Canonical/ArnoldNetworkPresentation.lean	55	false	operator-algebraic bridge substrate
L2_Operator	operator	theorem	toQuantumPresentation_generator_eq_arnold	lean/InfoGeometry/Canonical/ArnoldNetworkPresentation.lean	68	true	operator-algebraic bridge substrate
L2_Operator	operator	theorem	arnoldGenerator_totalCost_le_of_contract	lean/InfoGeometry/Canonical/ArnoldNetworkPresentation.lean	80	true	operator-algebraic bridge substrate
L2_Operator	operator	theorem	arnoldMetricReadout_error_le_of_shapeScaleContract	lean/InfoGeometry/Canonical/ArnoldNetworkPresentation.lean	95	true	operator-algebraic bridge substrate
L2_Operator	operator	theorem	toQuantumPresentation_generator_totalCost_le_of_contract	lean/InfoGeometry/Canonical/ArnoldNetworkPresentation.lean	115	true	operator-algebraic bridge substrate
L3_Krein	krein	theorem	arnoldGenerator_mem_submodule	lean/InfoGeometry/Canonical/ArnoldNetworkPresentation.lean	130	true	Krein/doubled-geometry substrate
L3_Krein	krein	theorem	arnoldGenerator_eq_of_experts_fix	lean/InfoGeometry/Canonical/ArnoldNetworkPresentation.lean	149	true	Krein/doubled-geometry substrate
L2_Operator	operator	def	taggedPresentation	lean/InfoGeometry/Canonical/ArnoldNetworkPresentation.lean	165	false	operator-algebraic bridge substrate
L3_Krein	krein	def	superBracket	lean/InfoGeometry/Canonical/AssociativeSuperBracket.lean	22	false	Krein/doubled-geometry substrate
L3_Krein	krein	abbrev	commutator	lean/InfoGeometry/Canonical/AssociativeSuperBracket.lean	27	false	Krein/doubled-geometry substrate
L3_Krein	krein	abbrev	anticommutator	lean/InfoGeometry/Canonical/AssociativeSuperBracket.lean	32	false	Krein/doubled-geometry substrate
L5_ThermodynamicClosure	thermo	theorem	gibbsWeight_polarizedPlusParams_eq_polarizedPlusAttentionWeights	lean/InfoGeometry/Canonical/AttentionPolarizedGibbsBridge.lean	78	true	thermodynamic/free-energy/closure substrate
L5_ThermodynamicClosure	thermo	def	polarizedPlusAttentionWeights	lean/InfoGeometry/Canonical/AttentionPolarizedSplit.lean	54	false	thermodynamic/free-energy/closure substrate
L2_Operator	operator	def	alignmentObstruction	lean/InfoGeometry/Canonical/BogoliubovOptimalTransport.lean	41	false	operator-algebraic bridge substrate
L2_Operator	operator	theorem	alignmentObstruction_eq_zero	lean/InfoGeometry/Canonical/BogoliubovOptimalTransport.lean	49	true	operator-algebraic bridge substrate
L2_Operator	operator	def	chiObstruction	lean/InfoGeometry/Canonical/BogoliubovOptimalTransport.lean	64	false	operator-algebraic bridge substrate
L2_Operator	operator	theorem	chiObstruction_eq_zero_iff_alignment	lean/InfoGeometry/Canonical/BogoliubovOptimalTransport.lean	72	true	operator-algebraic bridge substrate
L2_Operator	operator	theorem	chiObstruction_ne_zero_iff_non_alignment	lean/InfoGeometry/Canonical/BogoliubovOptimalTransport.lean	81	true	operator-algebraic bridge substrate
L2_Operator	operator	def	IsOptimalBogoliubovFlow	lean/InfoGeometry/Canonical/BogoliubovOptimalTransport.lean	91	true	operator-algebraic bridge substrate
L4_ModularTransport	transport	theorem	optimal_transport_of_alignment_zero	lean/InfoGeometry/Canonical/BogoliubovOptimalTransport.lean	101	true	modular/transport/flow substrate
L2_Operator	operator	def	canonicalBogoliubovFlow	lean/InfoGeometry/Canonical/BogoliubovOptimalTransport.lean	115	false	operator-algebraic bridge substrate
L4_ModularTransport	transport	theorem	canonicalBogoliubovFlow_isOptimal	lean/InfoGeometry/Canonical/BogoliubovOptimalTransport.lean	124	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	no_defect_leakage_of_optimal_flow	lean/InfoGeometry/Canonical/BogoliubovOptimalTransport.lean	143	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	bogoliubovPolarizationBridge_of_strictSymmetry	lean/InfoGeometry/Canonical/BogoliubovPolarizationBridge.lean	76	true	modular/transport/flow substrate
L3_Krein	krein	theorem	polarizedDoubledAmplitude_phaseOrbit_eq_dilationOrbit	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	45	true	Krein/doubled-geometry substrate
L3_Krein	krein	theorem	polarizedDoubledAmplitude_modularConjugationJ_phaseOrbit_eq_reverse	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	51	true	Krein/doubled-geometry substrate
L4_ModularTransport	transport	theorem	stateGeneratorField_phaseReadout_eq_metric_comp_complex_i	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	59	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	stateGeneratorField_phaseReadout_eq_metric_comp_K	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	69	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	stateGeneratorField_inducedDerivation_eq_gauge_add_source	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	79	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	constantStateGeneratorField_relativeModularGenerator_eq_modularTransportGenerator	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	98	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	constantStateGeneratorField_stateInducedDerivation_eq_relativeModularDeriv	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	109	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	constantStateGeneratorField_stateGaugeGenerator_eq_phaseLinearPart	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	118	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	constantStateGeneratorField_stateSourceGenerator_eq_phaseAntilinearPart	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	129	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	constantStateGeneratorField_stateGaugeDerivation_eq_transportCommutator_phaseLinearPart	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	140	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	constantStateGeneratorField_stateSourceDerivation_eq_transportCommutator_phaseAntilinearPart	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	150	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	constantStateGeneratorField_stateInducedDerivation_eq_phaseLinear_add_phaseAntilinear_transport	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	160	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	constantStateGeneratorField_stateQGTReadout_apply_eq_metricPhase_relativeModularDeriv	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	175	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	constantStateGeneratorField_stateQGTReadout_pair_eq_phaseLinearAntilinear_transport_pair	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	189	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	potentialDatum_constantStateGeneratorField_stateQGTReadout_pair_eq_comparisonReadout_pair	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	259	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	potentialDatum_constantStateGeneratorField_stateQGTReadout_stationary_iff_isPotentialKillingOperator	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	273	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	potentialDatum_constantStateGeneratorField_stateQGTReadout_stationary_of_equilibriumSeed	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	291	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	potentialDatum_constantStateGeneratorField_stateQGTReadout_stationary_of_firstVariation_eq_zero_of_probeFaithful	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	310	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	potentialDatum_constantStateGeneratorField_kSplitReadout_stationary_iff_isPotentialKillingOperator	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	327	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	potentialDatum_constantStateGeneratorField_kSplitReadout_stationary_of_equilibriumSeed	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	362	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	potentialDatum_constantStateGeneratorField_kSplitReadout_stationary_of_firstVariation_eq_zero_of_probeFaithful	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	396	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	constantStateGeneratorField_stateGaugeGenerator_isPhaseLinear	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	431	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	constantStateGeneratorField_stateSourceGenerator_isPhaseAntilinear	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	442	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	constantStateGeneratorField_phaseAxisResponse_stateGaugeGenerator_eq_zero	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	453	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	constantStateGeneratorField_phaseAxisResponse_stateSourceGenerator_eq_two_smul_comp_K	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	465	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	constantStateGeneratorField_phaseAxisForce_eq_from_stateSourceGenerator	lean/InfoGeometry/Canonical/BohmMadelungOperatorialBridge.lean	482	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	dim_mismatch_of_operatorialCentralCharge_ne_zero_of_identifiedTransportedPolarization	lean/InfoGeometry/Canonical/BoundaryChiralIndexBridge.lean	54	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	transportedHasZeroMode_of_operatorialCentralCharge_ne_zero_of_identifiedTransportedPolarization	lean/InfoGeometry/Canonical/BoundaryChiralIndexBridge.lean	113	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	transportedZeroModeWitness_of_operatorialCentralCharge_ne_zero_of_identifiedTransportedPolarization	lean/InfoGeometry/Canonical/BoundaryChiralIndexBridge.lean	141	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	boundaryScale_ne_zero_iff_boundaryGenerator_ne_zero	lean/InfoGeometry/Canonical/BoundaryLocalizationIndexEquiv.lean	45	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	boundaryScale_ne_zero_iff_coriolisVorticity_ne_zero	lean/InfoGeometry/Canonical/BoundaryLocalizationIndexEquiv.lean	57	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	quasilatticeAnalyticalIndex_ne_zero_boundaryGenerator_ne_zero_of_identifiedTransportedPolarization	lean/InfoGeometry/Canonical/BoundaryLocalizationIndexEquiv.lean	94	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	quasilatticeAnalyticalIndex_ne_zero_coriolisVorticity_ne_zero_of_identifiedTransportedPolarization	lean/InfoGeometry/Canonical/BoundaryLocalizationIndexEquiv.lean	127	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	quasilatticeAnalyticalIndex_ne_zero_boundaryGenerator_ne_zero_of_kernelSeparation_of_identifiedTransportedPolarization	lean/InfoGeometry/Canonical/BoundaryLocalizationIndexEquiv.lean	159	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	quasilatticeAnalyticalIndex_ne_zero_coriolisVorticity_ne_zero_of_kernelSeparation_of_identifiedTransportedPolarization	lean/InfoGeometry/Canonical/BoundaryLocalizationIndexEquiv.lean	191	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	operatorialCentralChargeParity_ne_zero_boundaryGenerator_ne_zero_of_identifiedTransportedPolarization	lean/InfoGeometry/Canonical/BoundaryLocalizationIndexEquiv.lean	225	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	operatorialCentralChargeParity_ne_zero_coriolisVorticity_ne_zero_of_identifiedTransportedPolarization	lean/InfoGeometry/Canonical/BoundaryLocalizationIndexEquiv.lean	255	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	operatorialCentralChargeParity_ne_zero_boundaryGenerator_ne_zero_of_kernelSeparation_of_identifiedTransportedPolarization	lean/InfoGeometry/Canonical/BoundaryLocalizationIndexEquiv.lean	286	true	modular/transport/flow substrate
L4_ModularTransport	transport	theorem	operatorialCentralChargeParity_ne_zero_coriolisVorticity_ne_zero_of_kernelSeparation_of_identifiedTransportedPolarization	lean/InfoGeometry/Canonical/BoundaryLocalizationIndexEquiv.lean	317	true	modular/transport/flow substrate
L5_ThermodynamicClosure	thermo	def	finiteThermodynamicMoment	lean/InfoGeometry/Canonical/BulgarianThermodynamicGeometryBridge.lean	35	false	thermodynamic/free-energy/closure substrate
L5_ThermodynamicClosure	thermo	def	finiteFisherCovarianceEntry	lean/InfoGeometry/Canonical/BulgarianThermodynamicGeometryBridge.lean	42	false	thermodynamic/free-energy/closure substrate
L5_ThermodynamicClosure	thermo	def	familyAInterfaceOfSouriau	lean/InfoGeometry/Canonical/BulgarianThermodynamicGeometryBridge.lean	53	false	thermodynamic/free-energy/closure substrate
L5_ThermodynamicClosure	thermo	def	familyDInterfaceOfSouriau	lean/InfoGeometry/Canonical/BulgarianThermodynamicGeometryBridge.lean	94	false	thermodynamic/free-energy/closure substrate
L5_ThermodynamicClosure	thermo	theorem	familyA_bridge_packet	lean/InfoGeometry/Canonical/BulgarianThermodynamicGeometryBridge.lean	119	true	thermodynamic/free-energy/closure substrate
L5_ThermodynamicClosure	thermo	theorem	familyD_bridge_packet	lean/InfoGeometry/Canonical/BulgarianThermodynamicGeometryBridge.lean	132	true	thermodynamic/free-energy/closure substrate
L2_Operator	operator	structure	NontrivialRegularizationPackage	lean/InfoGeometry/Canonical/BulkBoundaryRegularizationBridge.lean	45	false	operator-algebraic bridge substrate
L2_Operator	operator	structure	ZeroModeRegularizationPackage	lean/InfoGeometry/Canonical/BulkBoundaryRegularizationBridge.lean	64	false	operator-algebraic bridge substrate
L2_Operator	operator	theorem	exists_nontrivial_regularization_pair_of_dim_mismatch	lean/InfoGeometry/Canonical/BulkBoundaryRegularizationBridge.lean	134	true	operator-algebraic bridge substrate
